,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,D_OR_L,YEAR,MONTH,RCC_A10_C,RCC_A10_R,RCC_A17_C,RCC_A17_R,RCC_A2_C,RCC_A2_R,RCC_A34_C,RCC_A34_R,RCC_A49_C,RCC_A49_R,RCC_A64_C,RCC_A64_R,RCC_A65P_C,RCC_A65P_R,RCC_AU_C,RCC_AU_R,RCC_BAB_C,RCC_BAB_R,RCC_BAT_C,RCC_BAT_R,RCC_BA_C,RCC_BA_R,RCC_BB_C,RCC_BB_R,RCC_BMI20_C,RCC_BMI20_R,RCC_BMI25_C,RCC_BMI25_R,RCC_BMI30_C,RCC_BMI30_R,RCC_BMI31P_C,RCC_BMI31P_R,RCC_BMINR_C,RCC_BMINR_R,RCC_BO_C,RCC_BO_R,RCC_BU_C,RCC_BU_R,RCC_CAD_C,RCC_CAD_R,RCC_CAR_C,RCC_CAR_R,RCC_CHD_C,RCC_CHD_R,RCC_CLD_C,RCC_CLD_R,RCC_COD_C,RCC_COD_R,RCC_CYF_C,RCC_CYF_R,RCC_DEVS_C,RCC_DEVS_R,RCC_DIA_C,RCC_DIA_R,RCC_ECO_C,RCC_ECO_R,RCC_FBP_C,RCC_FBP_R,RCC_GF_C,RCC_GF_R,RCC_GLO_C,RCC_GLO_R,RCC_GM_C,RCC_GM_R,RCC_GU_C,RCC_GU_R,RCC_HOSPNR_C,RCC_HOSPNR_R,RCC_HOSP_C,RCC_HOSP_R,RCC_HYP_C,RCC_HYP_R,RCC_ICU_C,RCC_ICU_R,RCC_IDP_C,RCC_IDP_R,RCC_INRET_C,RCC_INRET_R,RCC_KIRET_C,RCC_KIRET_R,RCC_LSNR_C,RCC_LSNR_R,RCC_LS_C,RCC_LS_R,RCC_LURET_C,RCC_LURET_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_MET_C,RCC_MET_R,RCC_MIS_C,RCC_MIS_R,RCC_MNEO_C,RCC_MNEO_R,RCC_NCC_C,RCC_NCC_R,RCC_NEC_C,RCC_NEC_R,RCC_NEO_C,RCC_NEO_R,RCC_NOTHOSP_C,RCC_NOTHOSP_R,RCC_NOTLS_C,RCC_NOTLS_R,RCC_N_C,RCC_N_R,RCC_OTH_C,RCC_OTH_R,RCC_OTK_C,RCC_OTK_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_PE6_C,RCC_PE6_R,RCC_POL_C,RCC_POL_R,RCC_PPH_C,RCC_PPH_R,RCC_PRA79_C,RCC_PRA79_R,RCC_PRA80_C,RCC_PRA80_R,RCC_PRA9_C,RCC_PRA9_R,RCC_PRAU_C,RCC_PRAU_R,RCC_PTXN_C,RCC_PTXN_R,RCC_PTXU_C,RCC_PTXU_R,RCC_PTXY_C,RCC_PTXY_R,RCC_RA_C,RCC_RA_R,RCC_RB_C,RCC_RB_R,RCC_RET_C,RCC_RET_R,RCC_RH_C,RCC_RH_R,RCC_RO_C,RCC_RO_R,RCC_RU_C,RCC_RU_R,RCC_RW_C,RCC_RW_R,RCC_SGS_C,RCC_SGS_R,RCC_TINA_C,RCC_TINA_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST1B_R,RCC_TST1_C,RCC_TST1_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST3_C,RCC_TST3_R,RCC_TUB_C,RCC_TUB_R,RCC_VAS_C,RCC_VAS_R,RCC_VHD_C,RCC_VHD_R,RCC_CON_C,RCC_CON_R
0,Hartford Hospital (CTHH),CTHH,TX1,2019-07-07 19:00:00,KI,DECEASED,2019,5,0.0,1.303538175,0.0,1.6759776536,0.0,0.3724394786,5.6818181818,9.6834264432,25.0,20.856610801,51.136363636,43.389199255,18.181818182,22.718808194,0,0,4.5454545455,5.5865921788,-,-,31.818181818,36.499068901,12.5,10.800744879,11.363636364,12.476722533,20.454545455,26.44320298,32.954545455,27.932960894,35.227272727,32.774674115,0.0,0.3724394786,51.136363636,47.113594041,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,28.409090909,24.394785847,-,-,-,-,43.181818182,41.154562384,27.272727273,25.698324022,56.818181818,58.845437616,0,0,100,100,0,0,14.772727273,21.787709497,0,0,-,-,-,-,0,0,100,100,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1363636364,0.1862197393,-,-,-,-,-,-,0.0,0.1862197393,0,0,0,0,88,537,-,-,11.363636364,11.731843575,-,-,-,-,-,-,-,-,-,-,10.227272727,8.7523277467,-,-,12.5,23.277467412,15.909090909,19.366852886,71.590909091,57.355679702,0.0,0.0,82.954545455,85.474860335,0,0,17.045454545,14.525139665,6.8181818182,4.8417132216,26.136363636,25.884543762,-,-,28.409090909,21.973929236,0.0,0.9310986965,0,0,38.636363636,46.368715084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.8181818182,4.6554934823,0.0,0.1862197393,-,-,0.0,2.4208566108
